"","ID","logFC","logCPM","F","PValue","From","Entry","Reviewed","Entry.Name","Protein.names","Gene.Names","Function..CC.","Gene.Names..primary.","Gene.Ontology..GO.","Interacts.with","Subcellular.location..CC.","Ensembl","FDR"
"13711","PABPC1",0.327014957814631,10.8269782720763,14.0543270714956,0.000283713060611556,"P11940","P11940","reviewed","PABP1_HUMAN","Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1)","PABPC1 PAB1 PABP PABP1 PABPC2","FUNCTION: Binds the poly(A) tail of mRNA, including that of its own transcript, and regulates processes of mRNA metabolism such as pre-mRNA splicing and mRNA stability (PubMed:11051545, PubMed:17212783, PubMed:25480299). Its function in translational initiation regulation can either be enhanced by PAIP1 or repressed by PAIP2 (PubMed:11051545, PubMed:20573744). Can probably bind to cytoplasmic RNA sequences other than poly(A) in vivo. Binds to N6-methyladenosine (m6A)-containing mRNAs and contributes to MYC stability by binding to m6A-containing MYC mRNAs (PubMed:32245947). Involved in translationally coupled mRNA turnover (PubMed:11051545). Implicated with other RNA-binding proteins in the cytoplasmic deadenylation/translational and decay interplay of the FOS mRNA mediated by the major coding-region determinant of instability (mCRD) domain (PubMed:11051545). Involved in regulation of nonsense-mediated decay (NMD) of mRNAs containing premature stop codons; for the recognition of premature termination codons (PTC) and initiation of NMD a competitive interaction between UPF1 and PABPC1 with the ribosome-bound release factors is proposed (PubMed:18447585). By binding to long poly(A) tails, may protect them from uridylation by ZCCHC6/ZCCHC11 and hence contribute to mRNA stability (PubMed:25480299). {ECO:0000269|PubMed:11051545, ECO:0000269|PubMed:17212783, ECO:0000269|PubMed:18447585, ECO:0000269|PubMed:20573744, ECO:0000269|PubMed:25480299, ECO:0000269|PubMed:32245947}.; FUNCTION: (Microbial infection) Positively regulates the replication of dengue virus (DENV). {ECO:0000269|PubMed:26735137}.","PABPC1","catalytic step 2 spliceosome [GO:0071013]; cell leading edge [GO:0031252]; cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; mCRD-mediated mRNA stability complex [GO:0106002]; membrane [GO:0016020]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]; poly(A) binding [GO:0008143]; poly(U) RNA binding [GO:0008266]; protein C-terminus binding [GO:0008022]; RNA binding [GO:0003723]; translation activator activity [GO:0008494]; CRD-mediated mRNA stabilization [GO:0070934]; gene silencing by RNA [GO:0031047]; mRNA polyadenylation [GO:0006378]; mRNA splicing, via spliceosome [GO:0000398]; mRNA stabilization [GO:0048255]; negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900152]; negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:2000623]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of cytoplasmic translation [GO:2000767]; positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900153]; positive regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060213]; positive regulation of viral genome replication [GO:0045070]","P05067; Q99700; Q99700-5; O00571; P06730; Q04637; P15170-2; Q8IYD1; Q14103-4; P35568; Q09161; Q86U42; Q9H074; Q9BPZ3; Q58A45; Q96Q15; Q8NDV7; Q9UPQ9; Q9HCJ0; P50616; Q14106; P14240; Q9J0X9; P10527","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:20573744, ECO:0000269|PubMed:21883093, ECO:0000269|PubMed:28733330, ECO:0000269|PubMed:31649314, ECO:0000269|PubMed:7908267, ECO:0000269|PubMed:9582337}. Cytoplasm, Stress granule {ECO:0000269|PubMed:21883093, ECO:0000269|PubMed:22872150, ECO:0000269|PubMed:27573237}. Nucleus {ECO:0000269|PubMed:18799579, ECO:0000269|PubMed:9582337}. Cell projection, lamellipodium {ECO:0000269|PubMed:28733330}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs (PubMed:17289661). Shuttles between the cytoplasm and the nucleus (PubMed:9582337). During stress and in the absence of DDX3X, localizes to the nucleus (PubMed:21883093). At the leading edge of migrating fibroblasts, colocalizes with DDX3X (PubMed:28733330). Relocalizes to cytoplasmic stress granules upon cellular stress where it colocalizes with ENDOV (PubMed:27573237). In case of HRSV infection, localizes in cytoplasmic inclusion bodies substructures called inclusion bodies associated granules (IBAGs) (PubMed:31649314). {ECO:0000269|PubMed:17289661, ECO:0000269|PubMed:21883093, ECO:0000269|PubMed:28733330, ECO:0000269|PubMed:31649314, ECO:0000269|PubMed:9582337}.","ENST00000318607.10 [P11940-1];ENST00000520142.2 [P11940-1];ENST00000520804.2 [P11940-1];ENST00000521865.6 [P11940-1];ENST00000522658.6 [P11940-1];ENST00000522720.2 [P11940-1];ENST00000523555.6 [P11940-1];",0.00872373052408741
"13750","PALM2AKAP2",0.785956142947901,6.97737314320557,58.1675069831406,1.06977631048334e-11,"F8WF36","F8WF36","unreviewed","F8WF36_HUMAN","PALM2 and AKAP2 fusion","PALM2AKAP2","","PALM2AKAP2","","","","ENST00000495980.1;",3.6702711452302e-09
"13889","PCK2",1.5980813200041,3.9760412055074,53.6681996740659,5.54751942973423e-11,"A0A384MTT2","A0A384MTT2","unreviewed","A0A384MTT2_HUMAN","Phosphoenolpyruvate carboxykinase (GTP) (EC 4.1.1.32)","PCK2 hCG_40169","","PCK2","mitochondrion [GO:0005739]; GTP binding [GO:0005525]; kinase activity [GO:0016301]; metal ion binding [GO:0046872]; phosphoenolpyruvate carboxykinase (GTP) activity [GO:0004613]; cellular response to glucose stimulus [GO:0071333]; cellular response to tumor necrosis factor [GO:0071356]; gluconeogenesis [GO:0006094]; NADH oxidation [GO:0006116]; oxaloacetate metabolic process [GO:0006107]; phosphorylation [GO:0016310]; positive regulation of insulin secretion [GO:0032024]; pyruvate metabolic process [GO:0006090]; response to dexamethasone [GO:0071548]; response to lipopolysaccharide [GO:0032496]","","","",1.57227956475192e-08
"13917","PDCD11",0.478757533371461,5.34694032034052,14.2321225641951,0.00026091602630281,"Q14690","Q14690","reviewed","RRP5_HUMAN","Protein RRP5 homolog (NF-kappa-B-binding protein) (NFBP) (Programmed cell death protein 11)","PDCD11 KIAA0185","FUNCTION: Essential for the generation of mature 18S rRNA, specifically necessary for cleavages at sites A0, 1 and 2 of the 47S precursor. Directly interacts with U3 snoRNA. {ECO:0000269|PubMed:17654514}.; FUNCTION: Involved in the biogenesis of rRNA. {ECO:0000250}.","PDCD11","cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; small-subunit processome [GO:0032040]; NF-kappaB binding [GO:0051059]; RNA binding [GO:0003723]; rRNA processing [GO:0006364]","P19838","SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849, ECO:0000269|PubMed:14624448, ECO:0000269|PubMed:17654514}.","ENST00000369797.8;",0.0081120410339869
"13966","PDK1",1.118921799032,4.40332142254506,32.5853779694899,9.62246279442275e-08,"Q15118","Q15118","reviewed","PDK1_HUMAN","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 1) (PDH kinase 1)","PDK1 PDHK1","FUNCTION: Kinase that plays a key role in regulation of glucose and fatty acid metabolism and homeostasis via phosphorylation of the pyruvate dehydrogenase subunits PDHA1 and PDHA2. This inhibits pyruvate dehydrogenase activity, and thereby regulates metabolite flux through the tricarboxylic acid cycle, down-regulates aerobic respiration and inhibits the formation of acetyl-coenzyme A from pyruvate. Plays an important role in cellular responses to hypoxia and is important for cell proliferation under hypoxia. Protects cells against apoptosis in response to hypoxia and oxidative stress. {ECO:0000269|PubMed:17683942, ECO:0000269|PubMed:18541534, ECO:0000269|PubMed:22195962, ECO:0000269|PubMed:7499431}.","PDK1","mitochondrial matrix [GO:0005759]; mitochondrial pyruvate dehydrogenase complex [GO:0005967]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; pyruvate dehydrogenase (acetyl-transferring) kinase activity [GO:0004740]; cell population proliferation [GO:0008283]; glucose metabolic process [GO:0006006]; hypoxia-inducible factor-1alpha signaling pathway [GO:0097411]; intrinsic apoptotic signaling pathway in response to oxidative stress [GO:0008631]; protein phosphorylation [GO:0006468]; regulation of acetyl-CoA biosynthetic process from pyruvate [GO:0010510]; regulation of glucose metabolic process [GO:0010906]","P05067; P08559; Q16513; P31749-1; P31751-1","SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:22195962}.","ENST00000282077.8 [Q15118-1];ENST00000392571.6 [Q15118-2];ENST00000410055.5 [Q15118-1];",1.09405164190541e-05
"14039","PFDN2",0.628967770154804,6.10236523759144,33.8198102745607,5.90359423237476e-08,"Q9UHV9","Q9UHV9","reviewed","PFD2_HUMAN","Prefoldin subunit 2","PFDN2 PFD2 HSPC231","FUNCTION: Binds specifically to cytosolic chaperonin (c-CPN) and transfers target proteins to it. Binds to nascent polypeptide chain and promotes folding in an environment in which there are many competing pathways for nonnative proteins. {ECO:0000269|PubMed:9630229}.","PFDN2","chaperone complex [GO:0101031]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; prefoldin complex [GO:0016272]; RPAP3/R2TP/prefoldin-like complex [GO:1990062]; amyloid-beta binding [GO:0001540]; protein folding chaperone [GO:0044183]; unfolded protein binding [GO:0051082]; negative regulation of amyloid fibril formation [GO:1905907]; positive regulation of cytoskeleton organization [GO:0051495]; protein folding [GO:0006457]; protein stabilization [GO:0050821]","P07108-2; Q9NUG6; O60925; Q99471; P63000; Q9H6T3; P31930; O94763; Q9UBK9; P61758; A6NNF4-2; P0C045","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17936702}. Cytoplasm {ECO:0000269|PubMed:17936702}. Mitochondrion {ECO:0000269|PubMed:17936702}.","ENST00000368010.4;",7.30790209563185e-06
"14070","PGM2",0.623109081238407,5.17639909395154,18.9560804243444,2.98956071768639e-05,"H0Y921","H0Y921","unreviewed","H0Y921_HUMAN","Phosphopentomutase","PGM2","","PGM2","intramolecular transferase activity, phosphotransferases [GO:0016868]; carbohydrate metabolic process [GO:0005975]","","","ENST00000510084.2;",0.00146525938333521
"14112","PHGDH",0.580303056937627,5.96193334931694,25.4878000155776,1.75627527488797e-06,"A0A286YFC8","A0A286YFC8","unreviewed","A0A286YFC8_HUMAN","D-3-phosphoglycerate dehydrogenase","PHGDH","","PHGDH","NAD binding [GO:0051287]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]","","","ENST00000641570.1;",0.000131592794159805
"14114","PHKA1",0.98561924865029,3.37659436425873,15.2771495622578,0.000160023074963813,"P46020","P46020","reviewed","KPB1_HUMAN","Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform (Phosphorylase kinase alpha M subunit)","PHKA1 PHKA","FUNCTION: Phosphorylase b kinase catalyzes the phosphorylation of serine in certain substrates, including troponin I. The alpha chain may bind calmodulin.","PHKA1","cytosol [GO:0005829]; phosphorylase kinase complex [GO:0005964]; plasma membrane [GO:0005886]; calmodulin binding [GO:0005516]; phosphorylase kinase activity [GO:0004689]; generation of precursor metabolites and energy [GO:0006091]; glycogen metabolic process [GO:0005977]","Q9UGJ1-2","SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.","ENST00000339490.7 [P46020-2];ENST00000373542.9 [P46020-1];ENST00000541944.5 [P46020-3];",0.0056441650161089
"14123","PHLDB2",0.390471777601909,7.94223694264366,17.2217256020269,6.54008156055538e-05,"Q86SQ0","Q86SQ0","reviewed","PHLB2_HUMAN","Pleckstrin homology-like domain family B member 2 (Protein LL5-beta)","PHLDB2 LL5B","FUNCTION: Seems to be involved in the assembly of the postsynaptic apparatus. May play a role in acetyl-choline receptor (AChR) aggregation in the postsynaptic membrane (By similarity). {ECO:0000250, ECO:0000269|PubMed:12376540}.","PHLDB2","basal cortex [GO:0045180]; cell leading edge [GO:0031252]; cytosol [GO:0005829]; intermediate filament cytoskeleton [GO:0045111]; plasma membrane [GO:0005886]; cadherin binding [GO:0045296]; establishment of protein localization [GO:0045184]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of focal adhesion assembly [GO:0051895]; negative regulation of stress fiber assembly [GO:0051497]; negative regulation of wound healing, spreading of epidermal cells [GO:1903690]; positive regulation of basement membrane assembly involved in embryonic body morphogenesis [GO:1904261]; regulation of epithelial to mesenchymal transition [GO:0010717]; regulation of gastrulation [GO:0010470]; regulation of microtubule cytoskeleton organization [GO:0070507]","P21333","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12376540}. Membrane {ECO:0000269|PubMed:12376540}; Peripheral membrane protein {ECO:0000269|PubMed:12376540}. Note=Translocates to the plasma membrane at high levels of PtdIns(3,4,5)P3. At low levels of PtdIns(3,4,5)P3 is translocated to vesicular compartments.","ENST00000393923.7 [Q86SQ0-3];ENST00000393925.7 [Q86SQ0-1];ENST00000412622.5 [Q86SQ0-2];ENST00000431670.7 [Q86SQ0-1];ENST00000481953.5 [Q86SQ0-2];",0.0027743565075536
"14149","PID1",0.813037383064789,3.60172183590349,15.1347524447358,0.000170987796277606,"Q7Z2X4","Q7Z2X4","reviewed","PCLI1_HUMAN","PTB-containing, cubilin and LRP1-interacting protein (P-CLI1) (Phosphotyrosine interaction domain-containing protein 1) (Protein NYGGF4)","PID1 NYGGF4 PCLI1 HMFN2073","FUNCTION: Increases proliferation of preadipocytes without affecting adipocytic differentiation. {ECO:0000269|PubMed:16815647}.","PID1","cytoplasm [GO:0005737]; cellular response to cytokine stimulus [GO:0071345]; cellular response to fatty acid [GO:0071398]; cellular response to interleukin-6 [GO:0071354]; cellular response to leptin stimulus [GO:0044320]; cellular response to tumor necrosis factor [GO:0071356]; energy reserve metabolic process [GO:0006112]; mitochondrion morphogenesis [GO:0070584]; negative regulation of ATP biosynthetic process [GO:2001170]; negative regulation of glucose import [GO:0046325]; negative regulation of insulin receptor signaling pathway [GO:0046627]; negative regulation of protein localization to plasma membrane [GO:1903077]; negative regulation of protein phosphorylation [GO:0001933]; positive regulation of ATP biosynthetic process [GO:2001171]; positive regulation of fat cell proliferation [GO:0070346]; positive regulation of gene expression [GO:0010628]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of mitochondrial fusion [GO:0010635]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of reactive oxygen species metabolic process [GO:2000377]","Q6UY14-3; Q8N9N5; Q8NA61; O43186; Q08379; Q9HD26; Q99750; P15531; Q7Z3S9; Q9NVV9; Q8N684-3; Q9NQM4","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16815647}.","ENST00000354069.6 [Q7Z2X4-1];ENST00000392054.7 [Q7Z2X4-2];ENST00000392055.8 [Q7Z2X4-4];ENST00000409462.1 [Q7Z2X4-3];",0.00595311119707284
"14264","PLAAT1",0.946898079786029,4.12707796597653,25.2946357964754,1.90532937921136e-06,"Q9HDD0","Q9HDD0","reviewed","PLAT1_HUMAN","Phospholipase A and acyltransferase 1 (EC 2.3.1.-) (EC 3.1.1.32) (EC 3.1.1.4) (HRAS-like suppressor 1) (HRSL1) (Phospholipid-metabolizing enzyme A-C1)","PLAAT1 HRASLS","FUNCTION: Exhibits both phospholipase A1/2 and acyltransferase activities (PubMed:21880860, PubMed:26503625). Shows phospholipase A1 (PLA1) and A2 (PLA2) activity, catalyzing the calcium-independent release of fatty acids from the sn-1 or sn-2 position of glycerophospholipids (PubMed:21880860, PubMed:22825852, PubMed:27623847). Shows O-acyltransferase activity, catalyzing the transfer of a fatty acyl group from glycerophospholipid to the hydroxyl group of lysophospholipid (PubMed:21880860). Shows N-acyltransferase activity, catalyzing the calcium-independent transfer of a fatty acyl group at the sn-1 position of phosphatidylcholine (PC) and other glycerophospholipids to the primary amine of phosphatidylethanolamine (PE), forming N-acylphosphatidylethanolamine (NAPE) which serves as precursor for N-acylethanolamines (NAEs) (PubMed:21880860, PubMed:22825852, PubMed:27623847). {ECO:0000269|PubMed:21880860, ECO:0000269|PubMed:22825852, ECO:0000269|PubMed:27623847, ECO:0000303|PubMed:26503625}.","PLAAT1","cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; lysosome [GO:0005764]; mitochondrion [GO:0005739]; nuclear envelope lumen [GO:0005641]; nucleus [GO:0005634]; 1-acyl-2-lysophosphatidylserine acylhydrolase activity [GO:0052740]; N-acyltransferase activity [GO:0016410]; O-acyltransferase activity [GO:0008374]; phosphatidylserine 1-acylhydrolase activity [GO:0052739]; phospholipase A1 activity [GO:0008970]; phospholipase A2 activity [GO:0004623]; lens fiber cell differentiation [GO:0070306]; lipid catabolic process [GO:0016042]; N-acylphosphatidylethanolamine metabolic process [GO:0070292]; organelle disassembly [GO:1903008]; phosphatidylcholine metabolic process [GO:0046470]","Q8IW40; O95872; O14964; P78424; O43711; Q9UMX0; Q15915","SUBCELLULAR LOCATION: [Isoform 1]: Membrane {ECO:0000255}; Single-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000269|PubMed:27623847}.; SUBCELLULAR LOCATION: [Isoform 2]: Nucleus {ECO:0000269|PubMed:27623847}. Cytoplasm {ECO:0000269|PubMed:27623847}.","ENST00000264735.4 [Q9HDD0-1];ENST00000650797.1 [Q9HDD0-2];",0.000139032169178572
